0	100
0.457283	99.99
0.457283	99.98
0.457283	99.97
3.35658	99.99
3.35658	100
5.09223	99.98
5.09223	99.97
5.09223	99.96
6.67568	99.97
6.67568	99.96
8.22729	99.96
8.22729	99.95
11.3352	99.96
11.3352	99.97
12.5066	99.95
12.5066	99.94
13.8075	99.95
13.8075	99.96
14.8806	99.94
14.8806	99.93
15.4961	99.93
15.4961	99.92
16.5014	99.93
18.6482	99.92
18.6482	99.91
20.1327	99.92
20.1327	99.91
20.1327	99.9
20.6873	99.91
20.6873	99.9
20.6873	99.89
20.6873	99.88
25.1165	99.9
25.1165	99.91
25.1165	99.92
25.1611	99.9
27.7972	99.9
27.7972	99.89
27.7972	99.88
29.6129	99.89
29.6129	99.88
31.8155	99.89
31.8155	99.9
31.8155	99.91
36.1595	99.9
36.1595	99.91
36.1595	99.92
37.5516	99.9
37.5516	99.89
37.5516	99.88
38.7832	99.9
38.7832	99.91
41.7152	99.9
41.7152	99.89
43.3332	99.9
43.3332	99.89
44.5119	99.9
44.5119	99.89
45.0705	99.89
45.0705	99.88
45.0705	99.87
47.1643	99.89
48.9246	99.88
48.9246	99.87
48.9246	99.86
49.9731	99.88
49.9731	99.89
53.7598	99.88
53.7598	99.89
55.9938	99.89
55.9938	99.9
55.9938	99.91
60.9022	99.89
60.9022	99.88
60.9022	99.87
61.0741	99.88
61.0741	99.87
61.0741	99.86
61.4881	99.87
61.4881	99.86
61.4881	99.85
62.2305	99.86
62.2305	99.85
66.8713	99.86
66.8713	99.85
66.8713	99.84
68.0115	99.86
68.0115	99.87
69.0248	99.86
69.0248	99.85
73.7528	99.85
73.7528	99.84
73.7528	99.83
74.2145	99.84
74.2145	99.83
74.2145	99.82
74.2145	99.81
77.0073	99.84
77.0073	99.85
77.0073	99.86
77.9709	99.84
77.9709	99.83
77.9709	99.82
78.8154	99.84
78.9483	99.84
78.9483	99.85
78.9483	99.86
83.2977	99.84
83.2977	99.83
83.2977	99.82
89.737	99.83
89.737	99.82
89.737	99.81
90.6563	99.82
90.6563	99.81
91.0351	99.83
91.0351	99.83
91.0351	99.84
93.3927	99.83
93.3927	99.84
94.3799	99.82
96.0672	99.83
96.0672	99.84
102.05	99.83
102.05	99.82
103.394	99.82
103.394	99.82
103.394	99.81
106.107	99.82
106.107	99.83
106.107	99.84
109.347	99.83
109.347	99.84
109.347	99.85
110.644	99.83
110.644	99.82
110.644	99.81
113.056	99.83
113.056	99.84
113.056	99.85
113.362	99.84
113.362	99.85
119.76	99.84
123.687	99.83
125.19	99.83
125.19	99.82
125.19	99.81
125.704	99.82
125.704	99.81
126.361	99.81
126.361	99.8
127.627	99.81
128.308	99.81
128.308	99.82
128.308	99.83
129.083	99.82
129.083	99.83
129.083	99.84
130.452	99.82
130.452	99.81
130.943	99.81
130.943	99.8
133.877	99.82
133.877	99.83
141.935	99.82
147.117	99.82
147.117	99.81
148.166	99.83
148.166	99.84
151.44	99.83
151.44	99.84
152.19	99.83
152.19	99.82
152.19	99.81
153.082	99.82
153.082	99.81
153.082	99.8
159.537	99.81
159.537	99.8
159.537	99.79
161.224	99.8
161.224	99.79
161.224	99.78
167.859	99.79
167.859	99.78
167.859	99.77
168.814	99.78
168.814	99.77
169.219	99.78
169.219	99.77
170.817	99.77
170.817	99.76
170.817	99.75
171.083	99.77
172.088	99.77
172.088	99.78
178.639	99.77
178.639	99.78
180.945	99.76
181.534	99.76
181.534	99.77
181.534	99.78
182.744	99.77
182.744	99.78
187.155	99.78
187.155	99.79
187.155	99.8
189.287	99.79
189.287	99.8
189.287	99.81
189.991	99.8
189.991	99.81
190.316	99.8
190.316	99.79
190.316	99.78
190.316	99.77
190.655	99.78
190.655	99.77
190.655	99.76
193.007	99.78
193.007	99.79
193.007	99.8
198.003	99.78
199.813	99.78
199.813	99.77
207.05	99.78
207.05	99.77
214.315	99.77
214.315	99.76
214.638	99.77
214.638	99.78
214.638	99.79
217.694	99.77
217.694	99.76
220.922	99.77
220.922	99.76
221.238	99.76
221.238	99.76
221.238	99.75
221.238	99.74
222.643	99.75
222.643	99.74
224.041	99.75
224.041	99.76
225.911	99.75
225.911	99.74
226.388	99.75
234.942	99.75
234.942	99.74
235.474	99.74
235.474	99.73
238.243	99.74
238.243	99.75
238.243	99.76
240.208	99.74
240.208	99.73
243.944	99.74
243.944	99.75
243.944	99.76
246.027	99.75
246.027	99.76
247.161	99.75
247.161	99.74
248.048	99.74
248.048	99.74
248.048	99.73
253.339	99.74
253.339	99.73
254.302	99.74
254.302	99.75
254.302	99.76
255.838	99.74
255.838	99.73
262.84	99.74
263.346	99.74
263.346	99.73
265.461	99.74
265.461	99.75
267.493	99.73
267.493	99.72
268.056	99.73
268.056	99.74
275.304	99.72
275.304	99.71
279.086	99.73
279.086	99.74
283.206	99.73
283.206	99.72
284.109	99.72
284.109	99.71
284.109	99.7
285.222	99.72
285.222	99.73
287.745	99.72
287.745	99.73
289.004	99.72
289.004	99.71
289.004	99.7
292.541	99.71
292.845	99.71
292.845	99.7
294.056	99.7
294.056	99.69
295.607	99.69
295.607	99.68
296.606	99.68
296.606	99.67
297.392	99.69
297.392	99.7
298.059	99.69
298.059	99.68
298.059	99.67
304.979	99.68
304.979	99.67
304.979	99.66
305.461	99.67
305.461	99.66
305.461	99.65
